提灯小骑与持针小蜂,"收不到gigo杯垫所以做了拼豆图纸，在原图基础上做了简化修改。p1实物图为亮晶晶蒸笼布烫效果，p2实物图为背面无特殊烫法效果，感谢店长姐姐的推荐[飞吻R][飞吻R]
	
图纸在p3-p6，附有镜像版本，有需要的老师可以自存使用，如果有错的地方请联系我修改[玫瑰R][玫瑰R]
官图修改请勿商用
	
#空洞骑士#拼豆图纸 ",祝您心情愉快,301,226,7,
谁懂小夜长大后不炫彩这个衣摆纹理,"..乘骑动作她还是抱着小洛克的
	
二编：
我觉得你们炫的都挺好看的✧٩(ˊωˋ*)و✧别说觉得丑啦，可能是孩子喜欢呢[哭惹R]实在不行咱再抓一个呢！！！
	
三编：
求你们了别吵架，我会删掉不愉快的内容！！！
	
#洛克王国世界 ",蒜香奶汁烤菜,3833,135,556,
咯咯哒。,"原图在p2
#空洞骑士 #小骑士 ",滋儿哇噗,98,4,0,
..,起舞吧，在混沌的世界中只有你我#oc #稿件展示 #来自星星的艺术家 ,鸢尾标本,4919,299,29,
再也不用担心没有异色啦,因为我们家宝宝会自己生～#洛克王国世界 #没有炫耀只是单纯的分享 #洛克王国异色 #异色蛋 ,Candice,2,0,0,
2️⃣高端的食材往往只需要简单的烹饪,"继昨天的后续来了
#迷宫饭 #迷宫饭 #丝之歌 #空洞骑士 #迷宫饭同人 ",万能补给站USS,2343,216,73,
野生炫彩小雪人,是来报恩的吧！,悉隐繁星,316,5,81,
放心食用,#空洞骑士 #纯粹容器 ,卢布朗有只咖啡猫,231,6,9,
必胜客6件套38r！意面披萨全都有..,"谁懂啊..
必胜客意面披萨六件套
居然才38！！
披萨+意面+小食+饮料 全配齐
芝士拉丝超长 意面裹满酱汁
两个人吃到撑 性价比直接封神✨
手慢无！限时库存 冲就完事了‼️
#必胜客优惠 #必胜客 #必胜客披萨 #披萨 #必胜客意面#必胜客薅羊毛 #意面 #芝士就是力量 #实现披萨自由 #好吃到爆 ",全麦达人,158,36,6,
这次618真的是史无前例啊！！!,"我给到夯，力度直接拉满了！
	
[打卡R]京东先[放大镜R]【福利好运来】
必得三个无门槛[红包R][偷笑R]
	
[打卡R]淘宝再[放大镜R]【开个好运气】
大概率抽200~300立减[优惠券R][赞R]
	
#618攻略 #把钱花在刀刃上 #过期羊毛犹如砒霜 #618省钱攻略 ",山竹,21,4,7,
赛博鸡蛋实体化计划！③,"P1非常juicy的残破，卡片一个是烫金一个是镭射金，光下面超级闪
P2木质小挂件，三小只就那么萌萌的站在那里，小骑士全肯定！可惜牙牙乐没有全肯定
P3我就这么把小黑挂满
P4迷路小骑打卡棒
P5我们成熟的仙贝和奎若就这么谈笑生风
P6仙贝也很juicy（bushi）
都超级萌啊……......
	
今日赛博鸡蛋依次来自@你要花吗 @MvM @存档工事中. @DAY1 @糯糯刺猬 谢谢各位老大的激荡！......
	
#空洞骑士 #小骑士 #大黄蜂 #纯粹容器 #残破容器 #奎若 #赛博鸡蛋 ",希习洗戏,7,1,4,
绒，变成西瓜色了也会被喜欢吗,"朋友的绒绒炫成了西瓜色..
“绒不是故意的，洛克可以不要讨厌这样的绒绒吗”
	
#洛克王国世界 #洛克王国 #绒仙子 #洛克王国创意大师 ",拉诺西亚短毛猫,7841,428,125,
,夺少？？夺少？？,碳酸殴打脑阔,303,21,385,
日本中古珠宝 件件经典 件件美,"又一波的超美来袭。实在太多太多货 都是没有拍照就打包了。忙里偷闲拍一个。
请叫我淘货小能手[哇R]  #日本中古珠宝#宝石戒指#璀璨珠宝#日常分享 ",辰辰东京日记,729,95,24,
夏,#罗小黑战记2 #同人产粮节 #鹿野 #罗小黑 手感很差的一张。。强撑着画完了,apenz,3683,173,34,
设计,#幻想生物 #兽设 #设计 ,石头,3,0,0,
最适配恶魔叮的炫彩色出现了！,本来想抓恶魔狼异色的，居然出恶魔叮了。这个异色感觉是我见到过最好看的#洛克王国世界 #异色 #炫彩 #恶魔叮 ,极饿贝利亚,8,0,5,
活死人的现实版本,"很绝望。
我确实很希望世界人口减半
#每个人都在用力地活着#大学生 ",王椒盐,1685,301,363,
简历挂麻了。。。,可以加个agent或者rag的项目吗，求锐评简历[石化R][石化R][石化R][哭惹R] #改简历 #继续找工作 #找实习 #求offer #面试求职 #简历模板 #大学生毕业找工作 #高分简历怎么写 #网申 #春招分享 ,天空是蔚蓝色,5655,5064,380,
没人夸这个呱呱萌吗 萌！,#洛克王国世界 #洛克王国S2狂欢怪谈新赛季 ,酒吧吧伞,6,0,3,
我的亚马逊主管说，每日流量分析要这么做,"昨天下午开运营组会，我的亚马逊主管和我们说，我们每天早上到公司的第一件事不是回邮件，也不是看亚马逊订单[笑哭R]
	
而是应该先打开后台的业务报告，直接看昨天的流量数据，精品店就那几个SKU，流量就是命❗
	
他让我按这个顺序来：
	
1️⃣，先看会话数，也就是session
昨天比前天跌了还是涨了？正常波动10%以内不用慌，跌超20%，马上去看是哪个ASIN掉了。如果是主力款，一定要排查出来是广告位掉了还是自然位下滑
这里他让我们用sif的日流量趋势查看，选择上当日，就可以在右侧清楚的看到今天流量下跌是什么关键词导致的，是自然位还是广告位下滑（比如我举例的这个产品，当天流量下滑就是因为nitrile gloves这个词的广告位下滑）
	
2️⃣，接着看页面浏览量，就是PV
PV除以会话数，主管说正常应该在1.5到2.5之间。比值低了，说明人进来了但没怎么点，主图或标题可能有问题。比值突然拉到3以上但转化没变，要小心是不是恶意点击，去查一下来源
	
3️⃣，转化率是最关键的
亚马逊精品运营做到一定阶段，listing一般10%到20%算健康，看类目。转化率连续三天掉，主管说别急着动广告。先检查三样：差评？竞争对手是不是降价或者上新变体？大词搜索结果页你的链接综合跟周围比是不是弱了？很多时候转化掉，就是因为旁边竞品多了个很抓眼球的视频或者coupon
	
4️⃣，然后一定要结合广告数据一起看
下载搜索词报告，重点看三件事：哪些词昨天有点击没转化，今天要不要否定？哪些词点击率高但曝光不够，该不该加预算？
	
5️⃣，还有就是广告位和自然位有没有互相抢亚马逊流量。自然位已经在首页前五，广告还打在同样位置就是浪费钱，可以调低竞价
	
6️⃣，这里分享一点新学到的tip，昨天主管开会的时候说，关于关键词的广告位和自然位，完全不需要自己去前台一个一个搜一个个拉，来查看，真的是费时费力，他教我们，说还是在日流量趋势的下方，直接就可以看到这个产品的相关关键词的最新自然排名和最新SP广告排名（详情见图片）
	
对于一些核心的关键词，直接点击右侧设置重点广告词和重点流量词，那么就能非常直观的监测他的排名趋势和每一天的广告位，自然位变化【见图片】
	
主管总说，亚马逊广告优化思路不是盯着一两天大惊小怪，而是找规律。每天坚持看，不用半小时。精品店就那么几个产品，每个的流量曲线长什么样你要有数，突然变平或变陡，都有原因
	
希望有一天，我也能变得像他一样，成为一个合格的精品运营！
	
#亚马逊运营 ",ckkler,462,531,17,
放一个赛博鸡蛋,"来一点空洞的520震撼美味..
RZFNWQ6J25
二编：救命大家好热情..我来补啦！RZFZQ2EWGN
三编：啊啊啊啊太热情了大家.. RZF4WGLLNW
这应该是最后一次了！这次发完就不补啦....感谢喜欢！
#空洞骑士 #骑前骑 ",鲜蘑豆浆,156,8,34,
异色小丑豆豆黄蓝炫彩,太合适了[喝奶茶R]衣服也正好有黄蓝炫彩,Akira,363,11,96,
纪念一下第一次自己刷出来的异色,嘿嘿，这个开盒子好激动呀#洛克王国世界 #游戏日常 #留个纪念吧 #纪念一下吧 #洛克王国 ,Pluto,1,0,2,
我趣！这波是神仙缘分吧！！,"家人们谁懂啊！！
随手参加的打卡挑战，居然直接解锁了我的梦中情杯..
就是这个野兽派Kitty巨无霸吸管杯！
参考价271的快乐，被我轻松拿下了！！
豹纹+黑皮Kitty的组合也太戳我了，甜酷感直接拉满
自带的小挂件软乎乎的，颜值和实用性双在线
1200ml大容量，吨吨喝水的快乐谁用谁知道！
这波真的血赚，喝水都变香了谁懂！！
#kitty #豹纹 #hellokitty控 #hellokitty野兽派 #黑皮hellokitty随行杯 #黑皮hellokitty #hellokitty联名 ",妍馨,9493,3670,9,
*蜂送你了一个520礼物,#空洞骑士 #纯粹容器 #小骑士 #hornet ,BBAMX,784,52,30,
异色小夜,我正在刷胆小性格的小夜，中间出的普通的 不太想要 ，有人建议吗 可以便宜出，大概10块一只 不放心的话 可以在旁边看着我抓，我不太想要其他的已经有了 只想要个胆小的,一家小小,85,0,47,
阿里这次调薪，意味着普通打工人更难了,阿里这次薪酬大调整，说白了就是利好那些常年拿 A、身处核心业务、完全不用担心被打 C 的高绩效员工。对普通员工来说，不仅钱更难拿了，连到手的时间都变晚了。#互联网大厂 #大厂 #热点 #涨薪 #阿里巴巴 #薪酬 #薪酬绩效 #职场 ,大厂情报厅,149,41,84,
,"不知道怎么分类所以干脆团巴团巴全发了
p3有我流mnm拟人。
#奎若 #莫诺蒙 #空洞骑士 ",冻干婶婶,404,13,9,
哪吒｜采莲,"老师的@小歪^ @雪域雄鹰..
	
#罗小黑战记2 #哪吒 ",Mmmmonica,964,69,19,
这是新程序员不会有的感觉......,"OpenAI 联合创始人 Greg Brockman ： “我正在努力回忆，在有 Codex 之前，编程到底是什么感觉。”
	
所以现在还有多少人在纯手搓，古法编程？
	
#人工智能 #Coding #AI#古法编程 ",机器之心,314,51,56,
在马戏团要玩得开心哦,"s1忘记和露萌合影了..。。赶紧去和神秘黑白炫彩男拍一张
#洛克王国世界 ",樂園追放--,960,32,4,
最近一些洛手跑图穿搭,#洛克王国世界 ,思维逃逸,3087,725,147,
一树一世界,"花是淡粉色的，密密地挤在枝头。逆光看去，花瓣薄如蝉翼，透着光，边缘有一圈若有若无的光晕。有的花朵已经完全盛开，五片花瓣平平地展开，露出中间细碎的花蕊；有的还是花苞，鼓鼓的，像少女抿着的嘴唇。
	
天空是背景，蓝得很淡，几乎要化开。有几朵云懒懒地飘过，被花枝切割成不规则的形状。透过花朵的间隙，能看到天空的碎片，一小块一小块的蓝，像打碎的青花瓷。
	
风来时，几片花瓣飘落，在镜头前划过——模糊的，粉色的，像蝴蝶的翅膀。
	
你看着这张图，忽然觉得那不是一棵树，而是一个倒悬的世界。天空是大地，花是星辰，枝条是河流，而树干的尽头，是你站立的地方，是世界的原点。#请用你现有的文化描述一下此景 #一树一世界 #开满花的树 #一棵开花的树 #每棵树都是艺术品 ",叮咚,50943,4560,1248,
,洛主伊:我重生了，重生在……没人我会删掉再发一遍，找一个合适的时间，我是一个大仗育，文字改了三遍发现还有错别字#洛克王国主伊 #洛克王国世界 #伊里斯 ,蛇鼠一窝,0,0,0,
,"房租是1200，但是还有水电加在一起是1300左右，水费固定20每个月，电费有点贵，1块钱一度，夏天开空调感觉很耗电
#房租 #杭州 #租房日常 #年轻人租房 #租房 #大家畅所欲言 ",礼丹清,256,105,311,
拼豆｜复古小动物邮票系列..,"这套邮票图纸真是太好看了！！！非常萌之！..
图纸老师@咚咚七（拼豆版）
#拼豆创意美学 #拼豆实用主义 #小红书拼豆大赛 #拼豆 #拼豆实用主义 #要拼就拼融合豆 #万物皆可拼 ",高温汤圆（手工版）,4312,3099,47,
谁敢想这是小马宝莉,"古风好啊，我将拥护古风一辈子
#小马宝莉 #怎么艺术成这样 #珍奇 #柔柔 #碧琪 #云宝 #苹果嘉儿 #紫悦 ",Lian..,37602,4335,642,
10个炫彩球看似很多,"实则抓了4*捕尘长绒 + 3*脆筒甜甜 + 2*喵喵 + 1*水蓝蓝唰地一下就没了，每抓一种精灵就会更加节俭一些，最终还是炫没了[抽泣R] 甚至花了计划外的炫彩球抓了一只绒绒
（图里只贴了炫得比较满意的几只
#洛克王国世界 ",咩阿,20,0,2,
累了就歇歇吧,"游戏里最喜欢的椅子场景[害羞R]
	
——二编——
突然发现漏开一个图层[捂脸R]打开图层偷偷替换之！
#空洞骑士 #空洞骑士小骑士 #苍绿之径 #procreate ",幽灵短短短,334,19,21,
封印在宝石里的纯粹,"没有撕膜，趁着有阳光快速拍一下。
有缘的话可能八月广洞o能看到
#空洞骑士 #纯粹容器 #宝石亚克力 ",隼崽,267,30,7,
可爱拉特捏,"再过六个小时就要去景德镇！连夜给我的拉特出个图！！！
留下你们的陶瓷图！#这么可爱不要命啦 #景德镇陶瓷 #拉特 #卡哇伊#洛克王国世界 ",像素人,541,74,33,
isaro,的原声,面团捏的大扁头,460,37,24,
芙宁娜.三天打卡礼盒，一周就给我寄过来了,实物真的太帅了，做工很好，爱了爱了#原神日常 #原神周边 #原神 #原来你也玩原 #芙宁娜 #原神手办 ,a༤ོ澜庭集༄宋财灿,31,4,16,
右滑看大结局( ̀⌄ ́),"#空洞骑士
#丝之歌
#meme
改了梗图捏",ANNER某人,1357,147,28,
试图把菊花梨的花去了,"可爱梨梨
#洛克王国世界 #菊花梨 ",momo,1711,81,221,
薄荷橙,的原声,三好市民小张,80,25,31,
宫廷姐...姐姐！,"大半夜进行了一个极其粗糙的缝
	
感觉有很多可以迭代的地方，比如刺绣改拼接布或者直接换厚一点的布做一体式等等......但实在搞不动了！日后再议！over！
	
#空洞骑士#丝之歌 ",黎卢啦里,899,41,21,
,留下你的想法吧,哇哇,1,0,0,
我真的好喜欢鸭吉吉₍•ʚ•₎,好喜欢好喜欢，真的太可爱了,momo,616,41,371,
杭州地铁结束的有点早..,"不懂就问，杭州地铁怎么歇的这么早[哭惹R]每次不到夜里十二点就停了，大巴也这么少。
	
#通勤 #杭州 #浙江大学 #地铁 #火车 ",麦克龙,16,0,76,
洛克王国5.31过期的兑换码,#洛克王国世界 #洛克王国世界兑换码 #同乘蛋 #炫彩蛋 ,梦话中,2125,1305,99,
霍尼特是塑造的最好的女性角色,"没刷到让我满意的霍尼特图遂自己p了一个。
伟大的蜂！#丝之歌 #霍尼特#空洞骑士 ",蘑菇罐罐,762,26,27,
凤凰花开了..像那些年没说出口的告别❤️,"站在泉州西湖边，凤凰花开得像一场盛大的告别..
	
想起高考那年的6月.. 考完最后一科，和同学沿着湖边走了很久。凤凰木把岸边烧成红色，我们都没怎么说话，心里清楚，很多人这辈子不会再见了。
	
近20年过去了，当年觉得天大的事，现在看不过是个路口..
	
今天带小芒果路过，她捡起落花问我这是什么.. 我说，这是夏天的颜色。她又问，爸爸以前也捡过吗？我说，捡过，但弄丢了。
	
她还小，不懂离别。但她会在我蹲下拍照时，突然从背后抱住我.. 这个瞬间，已经足够好了。
	
..西湖赏花
刺桐阁附近那几棵开得最好，花枝低垂到水面.. 上午光线顺，人也少。沿湖步道走到刺桐阁那一段尤其舒服，累了就在亭子里坐坐，看花看水看云☁️
	
..最后想说
高考是场告别，凤凰花是告别里最好看的背景。
如果你正在经历这个夏天，别怕。前方还有比分数更重要的东西在等你✨
	
@热点薯 @走走薯 @学习薯 @好玩薯 @本地薯@校园薯 #泉州旅行 #泉州西湖 #凤凰花开的路口 #2026高考季 #泉州亲子游 #高考 #毕业季 #泉州旅游 #拥抱努力的你 #夏天来了 ",芒果爸在遛娃,35,9,12,
,"以及终于拿到手的柔造[色色R]
	
#罗小黑战记2 #罗小黑无限 #无限 ",蓝白咪饭（好运大王版）,266,18,16,
温馨提示：上面那个才是佐助,#洛克王国世界 ,Rabbit.w,898,38,74,
,有话要说，快来评论,ssss,1,0,0,
blender学习day2,#3D #建模 #blender ,火锅出逃毛肚,1,0,1,
是的。,#洛克王国世界 ,泡椒鸡爪子,1514,99,349,
晒一晒你的冰箱贴..,冰箱贴！我要给你们一个家！[亲一个R]#2026高考季 #万物皆可冰箱贴 #315晒出我家冰箱 #文创产品 #跟着冰箱贴去旅游 ,加二,13,1,15,
同样价格，上过皮卡期刊的衣服就更精致,#洛克王国世界 #洛克王国S2狂欢怪谈新赛季 #洛克王国特种兵 #洛克王国时装 #有点离谱但 #发现不一样 #人靠衣装马靠鞍 #空说无凭什么上个图 ,Morie,638,22,108,
到底是谁的二十来岁是黄金时代,"明明是充满了迷茫，漂泊不定，不知所措，焦虑的时期。
#迷茫的二十岁 #找工作 #奥德赛时期#奥德赛#应届生#2026毕业 #未来 ",Peak,1442,216,523,
